loan_id,borrower_id,application_date,branch,county,age,employment_type,monthly_income_kes,membership_years,savings_balance_kes,loan_product,loan_amount_kes,loan_term_months,monthly_repayment_kes,other_monthly_debt_kes,debt_to_income_ratio,loan_to_savings_ratio,previous_loans,previous_defaults,previous_late_payments,avg_monthly_inflows_kes,avg_monthly_outflows_kes,mobile_money_active_months,utility_payment_consistency,income_consistency_score,days_overdue,late_payment_count_current,repayment_ratio,loan_status,default,generated_default_probability,risk_category
5035917,135917,2024-04-18,Nyeri,Uasin Gishu,35,Salaried,46300,8,52200,Development,183100,24,8100,13400,0.464,3.508,12,1,1,40800,35700,87,0.782,0.556,4,2,0.899,Late,0,0.0714,Low
5042708,142708,2024-04-18,Meru,Kiambu,47,Casual,54500,2,85200,Agriculture,101200,6,18300,18500,0.675,1.188,4,0,0,62700,45500,16,0.802,0.558,5,0,1.004,Current,0,0.0491,Low
5019683,119683,2024-04-18,Embu,Meru,37,Business Owner,83000,4,106500,Development,454500,12,41300,8300,0.598,4.268,6,1,1,71600,55900,43,0.553,0.444,12,0,0.934,Current,0,0.2994,High
5016301,116301,2024-04-18,Mombasa,Nairobi,49,Self-Employed,85900,10,282900,Asset Finance,310300,48,7900,2400,0.12,1.097,18,0,2,80400,71700,98,1.0,0.761,12,1,0.877,Current,0,0.004,Low
5034446,134446,2024-04-18,Kisumu,Meru,31,Farmer,45000,8,110100,Development,98200,36,3200,11700,0.331,0.892,10,1,1,42000,30000,70,0.904,0.816,1,0,1.011,Late,0,0.029,Low
5006308,106308,2024-04-18,Mombasa,Nairobi,32,Self-Employed,82400,11,427900,Emergency,447000,12,40600,11200,0.629,1.045,9,0,0,103400,87100,101,0.842,0.812,7,0,0.841,Late,0,0.0064,Low
5047145,147145,2024-04-18,Meru,Mombasa,38,Salaried,52400,5,75000,Business,81300,6,15000,14500,0.563,1.084,12,0,1,54100,41700,49,0.918,0.775,5,1,0.993,Current,0,0.0273,Low
5045559,145559,2024-04-18,Embu,Nakuru,24,Salaried,55300,7,247300,School Fees,399100,6,71000,11900,1.499,1.614,11,0,1,70300,59300,61,0.928,0.76,2,0,0.995,Late,0,0.0388,Low
5032669,132669,2024-04-18,Meru,Nairobi,33,Salaried,63400,2,77500,Business,339200,24,16800,10200,0.426,4.377,2,0,1,70500,58500,18,0.886,0.701,9,1,0.891,Late,0,0.1377,Moderate
5037288,137288,2024-04-18,Thika,Kakamega,21,Business Owner,48600,5,56500,School Fees,349600,3,132700,7400,2.5,6.188,7,0,2,50600,44500,52,0.851,0.921,92,1,0.746,Defaulted,1,0.4761,High
5040912,140912,2024-04-18,Westlands,Meru,43,Farmer,62100,4,144500,Agriculture,238700,12,21800,9800,0.509,1.652,8,0,1,81700,74000,39,0.911,0.936,3,0,0.866,Late,0,0.0305,Low
5007193,107193,2024-04-19,Westlands,Kiambu,35,Self-Employed,48400,2,107100,Development,96700,12,8400,10600,0.393,0.903,2,0,0,45000,36800,23,0.723,0.755,12,1,1.009,Late,0,0.0236,Low
5043257,143257,2024-04-19,Eldoret,Nyeri,27,Salaried,80400,5,344800,Business,467700,24,22400,8100,0.379,1.356,8,0,0,85700,66400,47,0.572,0.698,1,0,0.881,Current,0,0.0207,Low
5002596,102596,2024-04-19,Nyeri,Nairobi,42,Business Owner,152900,11,315200,Agriculture,504500,18,30400,41300,0.469,1.601,17,0,4,168400,122900,101,0.792,0.655,6,0,0.866,Late,0,0.0115,Low
5037432,137432,2024-04-19,Kisumu,Machakos,30,Business Owner,69300,4,53700,Agriculture,186500,18,11900,1900,0.199,3.473,7,0,0,83000,76900,45,0.738,0.352,3,0,0.872,Current,0,0.0372,Low
5013627,113627,2024-04-19,Kisumu,Mombasa,36,Self-Employed,35500,5,17600,Agriculture,54000,6,10900,9500,0.575,3.068,9,0,1,37100,26600,52,0.993,0.905,7,0,0.879,Current,0,0.0505,Low
5000278,100278,2024-04-19,Westlands,Uasin Gishu,21,Business Owner,59700,1,232500,School Fees,419800,12,38500,1900,0.677,1.806,0,0,0,78800,64800,10,0.965,0.709,6,0,0.999,Current,0,0.0507,Low
5015480,115480,2024-04-19,Nairobi CBD,Other,45,Salaried,60100,4,70900,Development,449500,12,43200,13600,0.945,6.34,13,0,0,78300,53700,43,0.773,0.801,1,1,0.973,Late,0,0.2802,High
5023308,123308,2024-04-19,Nyeri,Nyeri,29,Salaried,54400,7,67200,Emergency,143100,3,52500,8600,1.123,2.129,9,0,1,49900,47500,56,0.53,0.696,58,2,0.729,Severely Delinquent,1,0.078,Low
5023527,123527,2024-04-19,Thika,Nairobi,27,Self-Employed,55300,8,136100,School Fees,235500,12,21100,5200,0.476,1.73,15,2,2,74000,65700,92,0.898,0.931,7,2,0.902,Late,0,0.027,Low
5012886,112886,2024-04-19,Nairobi CBD,Nairobi,29,Salaried,91900,5,317900,Agriculture,416600,18,25600,13100,0.421,1.31,4,0,0,121700,117800,54,0.747,0.973,0,0,0.982,Current,0,0.0236,Low
5009022,109022,2024-04-19,Westlands,Nairobi,39,Casual,17100,5,95800,Agriculture,150200,12,13900,3600,1.023,1.568,5,0,1,21100,19900,48,0.592,0.537,2,1,0.946,Current,0,0.0889,Low
5046680,146680,2024-04-19,Nairobi CBD,Nairobi,36,Business Owner,88600,6,32900,Business,445200,6,88500,27600,1.31,13.532,2,0,0,114100,102700,70,0.683,0.829,52,4,0.379,Severely Delinquent,1,0.8772,Very High
5036770,136770,2024-04-19,Meru,Machakos,36,Salaried,55700,6,125000,Development,131600,12,12400,7800,0.363,1.053,8,0,1,62800,60100,67,0.853,0.452,3,1,0.875,Current,0,0.0129,Low
5021987,121987,2024-04-19,Kisumu,Kiambu,46,Farmer,46400,2,85600,School Fees,96900,6,17200,7800,0.539,1.132,6,0,0,41800,32900,17,0.684,0.676,8,1,0.989,Late,0,0.1031,Moderate
5044640,144640,2024-04-19,Eldoret,Other,43,Farmer,50500,4,111800,Business,137100,24,6600,15100,0.43,1.226,4,1,0,64300,47200,36,0.587,0.742,2,0,0.915,Current,0,0.0787,Low
5017952,117952,2024-04-19,Nakuru,Uasin Gishu,38,Self-Employed,60000,5,265800,Development,490200,12,47000,20600,1.127,1.844,11,0,0,74600,58500,46,0.878,0.832,1,1,0.929,Current,0,0.0399,Low
5022059,122059,2024-04-19,Westlands,Other,40,Self-Employed,59000,2,325500,Development,301000,12,29200,8800,0.644,0.925,6,1,1,62500,57600,18,0.884,0.904,5,2,0.841,Current,0,0.0389,Low
5005653,105653,2024-04-19,Eldoret,Kisumu,23,Salaried,65700,3,54500,Emergency,361500,3,131800,16200,2.253,6.633,4,1,0,80600,65700,24,0.938,0.691,8,0,0.987,Late,0,0.633,Very High
5008494,108494,2024-04-19,Nakuru,Kakamega,46,Farmer,36600,2,48100,Emergency,89200,6,15600,10600,0.716,1.854,0,0,0,32600,26900,18,0.474,0.821,3,1,0.911,Current,0,0.0345,Low
5013429,113429,2024-04-19,Mombasa,Kiambu,21,Salaried,83100,4,337400,Emergency,439300,3,163900,19700,2.209,1.302,4,0,3,96600,68600,44,0.919,0.6,1,1,0.826,Late,0,0.0924,Low
5024180,124180,2024-04-19,Nairobi CBD,Nairobi,39,Self-Employed,37100,17,166900,Business,140700,36,4300,8700,0.35,0.843,25,0,2,32800,26000,146,0.724,0.736,1,1,0.894,Late,0,0.0012,Low
5033879,133879,2024-04-19,Meru,Nyeri,29,Self-Employed,65900,15,362600,School Fees,391200,6,71700,8200,1.212,1.079,20,0,0,86900,81700,131,0.686,0.777,6,1,0.97,Current,0,0.0114,Low
5018603,118603,2024-04-19,Westlands,Meru,49,Salaried,96100,6,41600,Business,706800,36,22600,30100,0.548,16.99,3,0,0,102700,89900,49,0.899,0.583,91,4,0.534,Severely Delinquent,1,0.9485,Very High
5007703,107703,2024-04-19,Nairobi CBD,Uasin Gishu,25,Business Owner,51300,2,251100,School Fees,476800,6,91400,11500,2.006,1.899,0,0,0,53600,35300,19,1.0,0.861,3,1,0.949,Late,0,0.1165,Moderate
5040053,140053,2024-04-19,Eldoret,Mombasa,29,Farmer,40300,8,248200,Business,167200,6,31900,10300,1.047,0.674,7,0,0,48100,32200,96,0.719,0.821,18,1,1.014,Late,0,0.0168,Low
5017341,117341,2024-04-19,Meru,Nakuru,35,Business Owner,84300,13,359600,Agriculture,448600,18,26100,24500,0.6,1.247,24,0,2,79900,67200,128,0.7,0.605,3,1,0.955,Late,0,0.01,Low
5021702,121702,2024-04-19,Embu,Mombasa,28,Farmer,56800,10,67700,Development,84300,12,7400,5300,0.224,1.245,19,0,0,76600,64800,104,0.998,0.643,3,0,1.006,Current,0,0.0122,Low
5015806,115806,2024-04-19,Embu,Nairobi,31,Salaried,41000,1,106900,Business,221100,36,7200,13100,0.495,2.068,4,0,2,39100,30700,9,0.885,0.693,6,0,0.853,Late,0,0.0709,Low
5024832,124832,2024-04-19,Embu,Uasin Gishu,34,Self-Employed,89700,2,103000,Asset Finance,230800,36,7100,2400,0.106,2.241,5,0,1,91200,72200,19,0.867,0.623,3,1,0.844,Current,0,0.0491,Low
5016018,116018,2024-04-19,Mombasa,Kisumu,46,Casual,30600,13,5000,School Fees,122800,3,46100,1700,1.562,24.56,21,1,3,40700,39000,141,0.645,0.397,133,5,0.741,Severely Delinquent,1,0.9944,Very High
5030443,130443,2024-04-19,Thika,Meru,41,Salaried,64900,5,180100,Development,206500,36,6600,20600,0.419,1.147,5,0,0,78200,74300,54,0.759,0.661,7,1,0.878,Current,0,0.0369,Low
5024813,124813,2024-04-19,Kisumu,Nairobi,37,Self-Employed,65400,4,183500,Emergency,288700,3,116300,1800,1.806,1.573,5,0,0,82600,77000,41,0.752,1.0,5,0,0.914,Late,0,0.0617,Low
5010258,110258,2024-04-19,Nyeri,Kiambu,60,Self-Employed,56300,10,8000,Development,109700,12,9800,2800,0.224,13.712,8,0,1,66400,58400,100,0.607,0.802,4,0,0.957,Late,0,0.2494,Moderate
5035814,135814,2024-04-19,Nairobi CBD,Nairobi,46,Casual,13500,8,72600,Development,80600,12,7300,1800,0.674,1.11,7,1,3,12800,8300,87,0.832,0.744,6,0,0.825,Late,0,0.0195,Low
5038600,138600,2024-04-19,Embu,Meru,37,Business Owner,99400,2,192900,Development,475400,36,16100,34600,0.51,2.464,4,1,1,87400,71000,21,0.999,0.615,6,0,0.966,Late,0,0.0985,Low
5005189,105189,2024-04-19,Embu,Nakuru,40,Farmer,26100,4,66200,Agriculture,191700,12,17100,7600,0.946,2.896,7,0,0,29400,24600,42,0.761,0.936,3,0,0.907,Late,0,0.123,Moderate
5028150,128150,2024-04-19,Nairobi CBD,Nairobi,27,Farmer,62500,2,98400,Agriculture,133600,6,25300,15600,0.654,1.358,7,0,2,66300,59600,19,0.806,0.597,7,0,0.87,Current,0,0.0871,Low
5048350,148350,2024-04-19,Mombasa,Nyeri,30,Self-Employed,33000,4,139500,Business,98100,24,4400,1900,0.191,0.703,5,0,3,30800,24400,47,0.864,0.815,10,1,0.897,Current,0,0.0133,Low
5029730,129730,2024-04-19,Nakuru,Other,39,Self-Employed,47900,2,168600,Business,392600,36,12200,4600,0.351,2.329,6,0,1,42900,31700,22,0.833,0.573,12,2,0.897,Current,0,0.1273,Moderate
5040067,140067,2024-04-19,Eldoret,Kisumu,21,Business Owner,75000,7,416900,School Fees,614500,6,122800,3900,1.689,1.474,9,0,2,77700,72800,83,0.902,0.891,5,3,0.938,Late,0,0.0459,Low
5002063,102063,2024-04-19,Mombasa,Kiambu,30,Casual,40900,9,28000,Emergency,52800,3,20000,5900,0.633,1.886,15,0,0,47800,32400,89,1.0,0.968,1,2,0.897,Current,0,0.0146,Low
5027834,127834,2024-04-19,Meru,Kisumu,34,Farmer,29700,1,110900,Agriculture,217600,18,14500,10200,0.832,1.962,3,1,1,29600,22500,12,0.496,0.839,1,0,0.944,Current,0,0.1844,Moderate
5036374,136374,2024-04-19,Embu,Kiambu,25,Casual,45400,7,224000,School Fees,350700,3,142200,2400,2.5,1.566,7,0,3,43300,36600,68,0.759,0.575,3,1,0.853,Late,0,0.2328,Moderate
5046459,146459,2024-04-19,Kisumu,Kakamega,43,Farmer,38400,3,133700,Emergency,199500,3,77300,5600,2.159,1.492,7,0,0,38700,37100,35,0.571,0.573,32,3,0.378,Defaulted,1,0.3507,High
5006149,106149,2024-04-19,Nakuru,Kisumu,44,Business Owner,64800,7,281900,Business,506100,24,25300,5700,0.478,1.795,4,0,1,75900,67100,57,0.887,0.885,5,1,0.857,Late,0,0.0272,Low
5004213,104213,2024-04-19,Westlands,Machakos,28,Self-Employed,58200,2,104100,Asset Finance,130600,48,3300,15200,0.318,1.255,4,0,3,50400,38700,17,0.78,0.913,15,1,0.985,Late,0,0.0344,Low
5025232,125232,2024-04-19,Nyeri,Other,33,Salaried,54400,2,247400,Asset Finance,306000,24,13800,8900,0.417,1.237,0,0,0,70800,56300,24,0.656,0.605,11,1,0.86,Current,0,0.0671,Low
5012765,112765,2024-04-19,Westlands,Nairobi,32,Business Owner,70900,5,378400,Business,741800,6,138300,3300,1.997,1.96,5,0,0,77300,70500,40,0.958,0.684,3,1,1.02,Current,0,0.2344,Moderate
5035229,135229,2024-04-19,Eldoret,Nairobi,46,Business Owner,39400,6,86800,Emergency,177700,3,69400,12200,2.071,2.047,9,0,1,40400,31700,61,0.661,0.433,10,0,0.966,Late,0,0.1808,Moderate
5006678,106678,2024-04-19,Nyeri,Nairobi,33,Salaried,72200,5,337500,Emergency,392300,3,154400,14700,2.342,1.162,5,0,0,96500,88200,56,0.715,0.707,4,0,0.921,Late,0,0.1605,Moderate
5017567,117567,2024-04-19,Kisumu,Meru,41,Business Owner,73700,3,218600,Agriculture,297700,18,17600,20000,0.51,1.362,4,0,0,63800,58100,27,0.908,0.939,4,1,0.844,Late,0,0.0303,Low
5029498,129498,2024-04-19,Westlands,Kiambu,41,Salaried,140600,3,87000,Asset Finance,602500,24,27000,34700,0.439,6.925,7,0,0,141200,96700,26,0.717,1.0,4,0,0.971,Late,0,0.2662,High
5046297,146297,2024-04-19,Mombasa,Mombasa,36,Self-Employed,69800,2,324800,Emergency,277000,3,104300,7600,1.603,0.853,1,0,3,85300,76500,19,0.997,0.754,15,1,0.912,Current,0,0.0162,Low
5043475,143475,2024-04-19,Westlands,Nairobi,31,Salaried,43100,3,94600,School Fees,197300,6,38900,6400,1.051,2.086,0,0,0,53200,48800,34,0.853,0.769,3,0,0.947,Current,0,0.0532,Low
5044048,144048,2024-04-20,Embu,Mombasa,41,Salaried,69200,8,165300,Emergency,323900,6,65700,19900,1.237,1.959,8,0,1,59500,38800,64,0.964,0.388,18,0,1.014,Current,0,0.1126,Moderate
5049484,149484,2024-04-20,Kisumu,Mombasa,43,Self-Employed,46400,10,16800,Agriculture,194800,18,11700,11100,0.491,11.595,16,1,2,49500,41500,118,0.869,1.0,2,1,0.974,Current,0,0.2508,High
5015912,115912,2024-04-20,Eldoret,Kisumu,33,Business Owner,55600,8,156800,Business,300300,24,15200,14100,0.527,1.915,5,0,3,64800,56500,63,0.527,0.822,0,0,0.959,Current,0,0.0122,Low
5010609,110609,2024-04-20,Meru,Nairobi,36,Business Owner,147400,10,563100,Agriculture,1000000,18,63300,46300,0.744,1.776,15,0,1,128400,117000,102,0.675,0.795,3,0,1.0,Late,0,0.055,Low
5007740,107740,2024-04-20,Thika,Nyeri,33,Salaried,89500,4,286600,Agriculture,571100,6,105700,16800,1.369,1.993,10,0,4,77400,71900,35,0.837,0.952,4,0,0.918,Late,0,0.133,Moderate
5017288,117288,2024-04-20,Embu,Meru,21,Salaried,88900,10,147200,Agriculture,733100,18,48700,14000,0.705,4.98,11,0,0,117500,106700,100,0.712,0.934,7,0,0.967,Late,0,0.0997,Low
5046438,146438,2024-04-20,Nakuru,Kiambu,25,Casual,33700,2,149000,Business,214600,36,6400,8500,0.442,1.44,4,0,0,44000,31700,17,1.0,0.547,43,4,0.42,Defaulted,1,0.0678,Low
5045829,145829,2024-04-20,Nyeri,Mombasa,25,Salaried,107400,3,38400,Development,303800,36,9000,27800,0.343,7.911,7,0,0,104600,94900,26,0.791,0.811,3,0,0.934,Late,0,0.1937,Moderate
5032360,132360,2024-04-20,Meru,Other,40,Casual,33800,4,144300,Development,148800,12,14300,700,0.444,1.031,4,1,2,29500,23800,32,0.685,0.748,2,1,1.003,Current,0,0.0602,Low
5011980,111980,2024-04-20,Westlands,Other,31,Salaried,71300,1,127100,Development,225800,36,6800,3000,0.137,1.777,2,1,0,66700,61900,11,0.987,0.846,4,0,1.016,Current,0,0.0465,Low
5009440,109440,2024-04-20,Embu,Kisumu,48,Business Owner,71400,2,258300,Development,255900,12,23000,9900,0.461,0.991,6,0,1,90900,70000,22,0.866,0.577,2,0,0.824,Current,0,0.0381,Low
5008759,108759,2024-04-20,Mombasa,Kiambu,40,Salaried,33500,14,115300,Emergency,231100,3,87100,4800,2.5,2.004,12,0,1,38300,34800,123,0.718,0.868,1,0,1.004,Late,0,0.0318,Low
5022174,122174,2024-04-20,Westlands,Kisumu,33,Salaried,102200,5,84400,Asset Finance,259400,36,8300,9000,0.169,3.073,4,0,1,137800,135000,52,0.766,0.827,3,1,0.872,Late,0,0.0578,Low
5035281,135281,2024-04-20,Westlands,Uasin Gishu,32,Salaried,33000,2,156700,Business,181100,36,5300,3900,0.279,1.156,0,0,0,40400,31400,21,0.886,1.0,2,0,0.971,Current,0,0.0172,Low
5044059,144059,2024-04-20,Eldoret,Meru,29,Salaried,69200,7,151800,Agriculture,352200,12,34200,8900,0.623,2.32,10,0,3,73600,60000,83,0.897,0.799,6,0,1.017,Late,0,0.0435,Low
5044661,144661,2024-04-20,Nyeri,Mombasa,28,Salaried,39800,6,123500,Development,306400,36,9600,1600,0.281,2.481,7,2,3,37200,35600,57,0.785,0.806,5,1,0.836,Late,0,0.0716,Low
5032665,132665,2024-04-20,Nakuru,Kisumu,27,Self-Employed,63100,8,240800,Asset Finance,169500,60,3400,21400,0.393,0.704,13,1,2,59800,46900,65,0.662,0.664,2,0,0.836,Current,0,0.0116,Low
5042980,142980,2024-04-20,Thika,Kiambu,32,Business Owner,62700,5,170900,Emergency,323100,3,124700,5600,2.078,1.891,5,0,1,77900,67900,41,0.876,0.643,2,3,0.911,Current,0,0.1611,Moderate
5019897,119897,2024-04-20,Thika,Meru,36,Salaried,106000,5,453400,Business,531800,24,23200,26900,0.473,1.173,6,0,0,112700,73400,55,0.669,0.779,4,2,0.883,Late,0,0.014,Low
5004784,104784,2024-04-20,Meru,Machakos,34,Salaried,62200,1,68300,Development,184200,12,17400,4300,0.349,2.697,0,0,0,80400,65100,12,0.725,0.876,2,0,0.843,Late,0,0.065,Low
5006198,106198,2024-04-20,Nakuru,Embu,35,Casual,44000,2,122900,Business,230100,6,44800,7400,1.186,1.872,7,0,0,51000,38000,21,0.801,0.489,15,1,0.982,Current,0,0.2554,High
5039647,139647,2024-04-20,Embu,Kisumu,22,Self-Employed,107000,5,403300,Asset Finance,740700,60,12900,17500,0.284,1.837,5,0,1,100700,73700,56,0.685,0.784,38,3,0.297,Severely Delinquent,1,0.102,Moderate
5049196,149196,2024-04-20,Meru,Kisumu,32,Salaried,64600,8,132600,Asset Finance,316700,36,9900,7600,0.271,2.388,8,0,1,73000,68400,79,0.778,0.873,9,1,0.998,Late,0,0.0173,Low
5040939,140939,2024-04-20,Kisumu,Uasin Gishu,28,Business Owner,58100,3,139200,Business,247800,12,25100,11800,0.635,1.78,7,0,3,65400,61900,32,0.764,0.745,14,0,0.997,Current,0,0.0388,Low
5048237,148237,2024-04-20,Eldoret,Meru,34,Self-Employed,58100,2,297900,Development,436700,12,41700,11300,0.912,1.466,4,1,1,76100,68100,17,0.642,0.809,1,1,0.863,Current,0,0.1035,Moderate
5021422,121422,2024-04-20,Nakuru,Kakamega,24,Salaried,68600,1,228900,Agriculture,253700,12,25000,2900,0.407,1.108,3,0,0,63900,44000,9,0.825,1.0,3,0,1.003,Current,0,0.031,Low
5037941,137941,2024-04-20,Embu,Uasin Gishu,36,Salaried,66000,6,146300,Emergency,458300,12,44700,2700,0.718,3.133,8,0,1,81900,71100,50,0.859,0.804,12,2,0.849,Current,0,0.1033,Moderate
5009916,109916,2024-04-20,Kisumu,Machakos,25,Farmer,38200,6,154400,Agriculture,198300,18,11800,4700,0.432,1.284,10,0,1,49700,48400,65,1.0,0.919,10,1,0.928,Late,0,0.0197,Low
5030992,130992,2024-04-20,Nairobi CBD,Uasin Gishu,32,Farmer,34900,3,147100,Asset Finance,176000,48,4100,1300,0.155,1.196,3,0,0,44400,33900,29,0.838,0.975,5,1,0.975,Late,0,0.0191,Low
5042501,142501,2024-04-20,Meru,Uasin Gishu,45,Salaried,39600,6,71400,Agriculture,86900,12,8200,5300,0.341,1.217,7,1,0,34700,30900,49,1.0,0.639,1,0,1.007,Late,0,0.0628,Low
5034089,134089,2024-04-20,Nakuru,Other,34,Salaried,65200,10,152600,Business,170600,24,8000,19700,0.425,1.118,10,1,1,69300,60500,95,0.89,0.706,5,0,1.015,Current,0,0.0101,Low
5019141,119141,2024-04-20,Kisumu,Kakamega,37,Farmer,42700,3,165700,Emergency,159400,3,61600,1000,1.466,0.962,4,0,0,55400,36400,31,1.0,1.0,0,1,0.842,Current,0,0.0644,Low
5002855,102855,2024-04-20,Thika,Kisumu,28,Salaried,78800,2,134400,Business,440700,6,77500,10800,1.121,3.279,4,0,0,83700,60700,18,0.693,0.607,1,3,0.973,Current,0,0.2867,High
5033968,133968,2024-04-20,Thika,Nairobi,43,Salaried,43300,3,8600,Emergency,117000,12,11500,6400,0.413,13.605,9,0,0,38100,28000,28,0.647,1.0,53,5,0.495,Defaulted,1,0.6933,Very High
5029110,129110,2024-04-20,Thika,Nairobi,51,Salaried,138400,5,158000,Emergency,603300,12,54600,15800,0.509,3.818,12,0,2,147800,137400,40,0.562,0.838,1,0,0.872,Current,0,0.0912,Low
5018474,118474,2024-04-20,Eldoret,Nairobi,41,Self-Employed,74700,2,108800,Development,320800,36,9900,21900,0.426,2.949,5,0,3,99700,87700,21,0.793,0.803,16,1,0.92,Late,0,0.1108,Moderate
5037594,137594,2024-04-20,Meru,Nakuru,27,Farmer,37400,3,125200,Business,201800,6,35800,2400,1.021,1.612,5,0,1,43300,33600,25,0.769,0.679,5,0,0.891,Late,0,0.1101,Moderate
5005108,105108,2024-04-20,Kisumu,Kiambu,37,Salaried,88400,11,378700,Asset Finance,578100,24,27600,22600,0.568,1.527,10,0,1,98900,85400,92,0.905,0.702,6,1,0.913,Current,0,0.0125,Low
5001583,101583,2024-04-20,Nakuru,Kiambu,21,Self-Employed,69000,5,331900,School Fees,464500,12,45100,13800,0.854,1.4,9,0,2,86700,76600,46,0.592,0.821,9,1,0.879,Late,0,0.0404,Low
5018677,118677,2024-04-20,Nyeri,Nakuru,51,Farmer,20100,3,80700,Emergency,115500,3,45400,1800,2.348,1.431,3,0,3,22000,18800,29,0.873,0.844,4,0,0.899,Late,0,0.1049,Moderate
5037666,137666,2024-04-20,Thika,Nakuru,33,Self-Employed,65300,3,335600,Asset Finance,341900,60,6600,17800,0.374,1.019,0,0,0,58600,51300,33,0.914,0.946,7,0,0.879,Late,0,0.0398,Low
5003989,103989,2024-04-20,Nairobi CBD,Nyeri,39,Salaried,72200,3,116800,Business,355100,6,61600,9300,0.982,3.04,2,0,1,91400,80000,27,0.604,0.984,3,0,1.003,Current,0,0.124,Moderate
5012661,112661,2024-04-20,Kisumu,Nyeri,33,Salaried,51900,6,44000,Development,81700,12,7100,8900,0.308,1.857,11,0,1,61000,41200,66,0.79,0.95,2,1,0.867,Current,0,0.0152,Low
5043990,143990,2024-04-20,Nakuru,Machakos,47,Salaried,68200,3,380000,Asset Finance,252100,24,11400,17300,0.421,0.663,6,0,4,71300,64400,25,0.883,0.981,10,0,0.973,Late,0,0.0065,Low
5016793,116793,2024-04-20,Eldoret,Meru,41,Farmer,32300,6,180300,Emergency,161800,6,32400,10600,1.331,0.897,11,0,0,36000,33400,60,0.635,0.699,3,0,0.884,Late,0,0.0519,Low
5026380,126380,2024-04-20,Mombasa,Nyeri,27,Salaried,86400,7,325700,Emergency,274900,12,24400,11000,0.41,0.844,11,0,0,74100,50700,71,0.829,0.585,2,2,0.908,Late,0,0.0092,Low
5026292,126292,2024-04-20,Mombasa,Nakuru,32,Salaried,45100,3,100200,Agriculture,304500,18,18200,11700,0.663,3.039,6,0,1,59100,57600,27,0.818,0.715,3,0,0.874,Late,0,0.054,Low
5023425,123425,2024-04-20,Kisumu,Embu,37,Casual,23600,8,1000,Emergency,94900,3,34300,3300,1.593,94.9,13,0,0,22800,15000,63,0.769,0.767,44,2,0.3,Restructured,1,1.0,Very High
5018806,118806,2024-04-20,Eldoret,Nairobi,29,Casual,21900,6,37700,Development,165700,12,14400,5100,0.89,4.395,10,1,3,24600,17500,61,0.767,0.964,14,0,0.936,Late,0,0.1604,Moderate
5030278,130278,2024-04-21,Meru,Nairobi,21,Casual,19000,4,111600,School Fees,157500,12,13700,3300,0.895,1.411,6,1,0,23100,20900,47,0.991,0.623,3,1,0.919,Late,0,0.0721,Low
5044428,144428,2024-04-21,Nairobi CBD,Nairobi,34,Salaried,52200,5,24600,Asset Finance,147900,36,4400,2700,0.136,6.012,8,0,4,65400,42800,42,0.76,0.861,2,1,0.994,Late,0,0.1536,Moderate
5028664,128664,2024-04-21,Meru,Nairobi,36,Casual,14100,4,27900,School Fees,43600,6,8000,3000,0.78,1.563,9,0,2,16100,15600,48,0.576,0.653,4,0,0.842,Current,0,0.073,Low
5046664,146664,2024-04-21,Nakuru,Other,46,Self-Employed,43800,6,146500,Agriculture,275500,18,16600,5800,0.511,1.881,9,0,0,53900,52500,63,0.736,0.705,6,1,0.96,Current,0,0.0246,Low
5036378,136378,2024-04-21,Kisumu,Nakuru,52,Self-Employed,69400,6,200200,Development,184400,24,8900,11000,0.287,0.921,10,0,0,82800,75400,51,0.621,0.787,0,2,0.92,Current,0,0.0051,Low
5047942,147942,2024-04-21,Mombasa,Nairobi,23,Salaried,48300,2,254600,Emergency,170500,12,15300,2100,0.36,0.67,3,0,0,50000,44600,23,1.0,0.879,14,0,0.926,Late,0,0.0148,Low
5004323,104323,2024-04-21,Thika,Machakos,40,Business Owner,75300,2,76800,Development,352900,24,17800,18400,0.481,4.595,1,0,0,65000,44000,19,0.87,0.729,4,0,0.848,Current,0,0.0817,Low
5012790,112790,2024-04-21,Nairobi CBD,Kiambu,32,Self-Employed,97700,3,389900,Business,764200,24,38400,12000,0.516,1.96,10,0,0,125200,100400,25,0.873,0.567,25,0,0.822,Late,0,0.0857,Low
5024061,124061,2024-04-21,Westlands,Nairobi,40,Business Owner,95100,1,46100,School Fees,540700,12,54200,23600,0.818,11.729,2,0,0,90700,69000,11,0.725,0.728,33,4,0.36,Defaulted,1,0.8577,Very High
5044156,144156,2024-04-21,Nairobi CBD,Machakos,31,Farmer,93300,3,212300,Development,494600,24,21400,5800,0.292,2.33,4,0,2,98700,83400,25,1.0,0.834,50,2,0.281,Restructured,1,0.0889,Low
5002383,102383,2024-04-21,Mombasa,Nairobi,31,Farmer,34200,9,134300,School Fees,237500,12,23700,3100,0.784,1.768,6,0,0,35400,28300,104,0.661,0.727,3,0,0.96,Current,0,0.0298,Low
5011827,111827,2024-04-21,Mombasa,Meru,36,Salaried,122000,7,221900,School Fees,213200,3,83000,12700,0.784,0.961,2,0,0,142000,117400,63,0.898,0.716,5,0,0.828,Late,0,0.019,Low
5044611,144611,2024-04-21,Nyeri,Kisumu,28,Business Owner,123400,3,478100,Asset Finance,845000,36,25400,28700,0.438,1.767,7,0,1,143100,108600,30,0.623,0.483,0,0,1.003,Current,0,0.0885,Low
