loan_id,borrower_id,application_date,branch,county,age,employment_type,monthly_income_kes,membership_years,savings_balance_kes,loan_product,loan_amount_kes,loan_term_months,monthly_repayment_kes,other_monthly_debt_kes,debt_to_income_ratio,loan_to_savings_ratio,previous_loans,previous_defaults,previous_late_payments,avg_monthly_inflows_kes,avg_monthly_outflows_kes,mobile_money_active_months,utility_payment_consistency,income_consistency_score,days_overdue,late_payment_count_current,repayment_ratio,loan_status,default,generated_default_probability,risk_category,loan_to_income_ratio,total_debt_service_ratio,monthly_cash_flow,cash_flow_to_income_ratio,repayment_to_income_ratio,savings_to_income_ratio,repayment_ratio_group,debt_service_group,savings_ratio_group,default_probability,risk_score,risk_band
5030040,130040,2024-05-03,Westlands,Meru,36,Salaried,71100,5,213800,Business,159300,6,31800,10500,0.14767932489451477,0.745,2,0,0,79200,59300,55,0.94,0.601,0,0,0.924,Current,0,0.0286,Low,2.240506329113924,0.5949367088607594,19900,0.279887482419128,0.4472573839662447,3.0070323488045005,30-50%,50-70%,300%+,0.022602128007114843,2.2602128007114843,Low Risk
5041653,141653,2024-05-03,Nyeri,Nairobi,38,Salaried,49000,1,228000,Asset Finance,145900,60,3000,4900,0.1,0.64,4,1,1,46000,37800,12,1.0,0.676,4,0,0.941,Late,0,0.0396,Low,2.977551020408163,0.16122448979591836,8200,0.1673469387755102,0.061224489795918366,4.653061224489796,0-30%,0-30%,300%+,0.039854496169614784,3.9854496169614784,Low Risk
5010312,110312,2024-05-03,Embu,Uasin Gishu,46,Salaried,88700,9,127400,Emergency,439200,3,175700,3900,0.043968432919954906,3.447,10,0,3,95500,86100,104,0.894,1.0,38,1,0.318,Severely Delinquent,1,0.1135,Moderate,4.95152198421646,2.024802705749718,9400,0.10597519729425028,1.9808342728297632,1.4363021420518602,100%+,100%+,100-200%,0.14125341216566648,14.125341216566648,Moderate Risk
5024017,124017,2024-05-03,Nairobi CBD,Kiambu,33,Salaried,63700,5,172300,Development,360000,12,32100,17400,0.2731554160125589,2.089,4,0,0,54800,45300,39,0.887,0.871,3,0,0.838,Late,0,0.0232,Low,5.65149136577708,0.7770800627943485,9500,0.14913657770800628,0.5039246467817896,2.704866562009419,50-70%,70-100%,200-300%,0.04855646373587371,4.855646373587371,Low Risk
5048041,148041,2024-05-03,Embu,Other,41,Salaried,48900,5,255500,Development,225400,12,20000,13900,0.2842535787321063,0.882,7,1,3,49400,42800,57,0.612,0.724,3,1,1.016,Late,0,0.0494,Low,4.6094069529652355,0.6932515337423313,6600,0.13496932515337423,0.40899795501022496,5.224948875255624,30-50%,50-70%,300%+,0.042572536360501415,4.257253636050142,Low Risk
5044636,144636,2024-05-03,Thika,Machakos,30,Business Owner,66200,9,216700,Asset Finance,413400,60,7600,20300,0.3066465256797583,1.908,10,0,2,73200,66900,83,0.899,0.803,3,0,0.932,Current,0,0.0141,Low,6.244712990936556,0.4214501510574018,6300,0.09516616314199396,0.1148036253776435,3.273413897280967,0-30%,30-50%,300%+,0.023440532515598807,2.3440532515598806,Low Risk
5026251,126251,2024-05-03,Nakuru,Other,32,Salaried,83700,4,44000,Asset Finance,350700,36,10700,27200,0.3249701314217443,7.97,5,0,1,91000,84900,31,0.839,0.881,6,1,0.898,Current,0,0.209,Moderate,4.189964157706093,0.45280764635603343,6100,0.07287933094384708,0.12783751493428913,0.5256869772998806,0-30%,30-50%,0-100%,0.17333408678231615,17.333408678231617,Moderate Risk
5039257,139257,2024-05-03,Meru,Kakamega,40,Salaried,137600,8,359200,Development,829400,36,26900,3000,0.02180232558139535,2.309,7,0,2,153800,145600,89,0.75,0.608,10,0,0.936,Late,0,0.0674,Low,6.027616279069767,0.21729651162790697,8200,0.059593023255813955,0.19549418604651161,2.61046511627907,0-30%,0-30%,200-300%,0.04089091659585891,4.089091659585891,Low Risk
5017359,117359,2024-05-03,Mombasa,Nairobi,43,Casual,45900,7,93100,Business,185100,6,33300,4600,0.10021786492374728,1.988,8,0,0,61400,41700,55,0.793,0.754,8,1,0.888,Late,0,0.0684,Low,4.032679738562091,0.8257080610021786,19700,0.42919389978213507,0.7254901960784313,2.028322440087146,70-100%,70-100%,200-300%,0.04267524666180147,4.2675246661801465,Low Risk
5000777,100777,2024-05-03,Embu,Kiambu,37,Salaried,34000,3,164400,Business,235800,12,23800,3200,0.09411764705882353,1.434,6,0,0,43400,29800,31,0.545,0.521,6,1,1.014,Late,0,0.0264,Low,6.935294117647059,0.7941176470588235,13600,0.4,0.7,4.8352941176470585,50-70%,70-100%,300%+,0.07912369021304846,7.912369021304847,Low Risk
5018527,118527,2024-05-03,Thika,Kisumu,46,Salaried,80900,6,297400,Business,293300,36,9700,9600,0.11866501854140915,0.986,10,0,0,78600,55500,47,1.0,1.0,30,0,0.889,Late,0,0.0127,Low,3.6254635352286773,0.23856613102595797,23100,0.28553770086526575,0.11990111248454882,3.676143386897404,0-30%,0-30%,300%+,0.01490653886832888,1.490653886832888,Low Risk
5048745,148745,2024-05-03,Eldoret,Kakamega,21,Salaried,51800,5,213900,Emergency,314700,6,63200,16300,0.31467181467181465,1.471,9,0,1,49200,39400,55,0.948,0.649,1,1,0.979,Late,0,0.046,Low,6.075289575289576,1.5347490347490347,9800,0.1891891891891892,1.22007722007722,4.129343629343629,100%+,100%+,300%+,0.06373307028162475,6.3733070281624755,Low Risk
5001325,101325,2024-05-03,Westlands,Embu,42,Farmer,25800,5,102900,Agriculture,155800,18,10000,4400,0.17054263565891473,1.514,14,1,1,24400,23000,47,0.801,0.817,4,1,0.911,Late,0,0.082,Low,6.038759689922481,0.5581395348837209,1400,0.05426356589147287,0.3875968992248062,3.988372093023256,30-50%,50-70%,300%+,0.03683794607017853,3.683794607017853,Low Risk
5045287,145287,2024-05-03,Nakuru,Nairobi,34,Casual,44800,5,64300,Business,215700,36,7000,5200,0.11607142857142858,3.355,11,1,3,51300,47600,53,0.916,0.661,7,0,0.877,Current,0,0.1003,Moderate,4.814732142857143,0.27232142857142855,3700,0.08258928571428571,0.15625,1.4352678571428572,0-30%,0-30%,100-200%,0.10345003008066551,10.345003008066552,Moderate Risk
5004113,104113,2024-05-03,Eldoret,Kisumu,36,Salaried,65000,4,182800,Business,474300,24,22000,2500,0.038461538461538464,2.595,8,0,0,86800,84800,47,1.0,0.758,14,0,1.019,Current,0,0.0178,Low,7.296923076923077,0.3769230769230769,2000,0.03076923076923077,0.3384615384615385,2.812307692307692,30-50%,30-50%,200-300%,0.06212550666714809,6.212550666714809,Low Risk
5029396,129396,2024-05-03,Embu,Uasin Gishu,39,Self-Employed,51100,6,175100,Business,155500,6,29400,15400,0.3013698630136986,0.888,7,0,0,68500,54700,59,0.963,0.608,2,0,0.876,Current,0,0.0295,Low,3.0430528375733856,0.8767123287671232,13800,0.2700587084148728,0.5753424657534246,3.426614481409002,50-70%,70-100%,300%+,0.03130519264578544,3.130519264578544,Low Risk
5030492,130492,2024-05-03,Nakuru,Mombasa,35,Business Owner,169000,3,408700,Development,917800,36,27300,44200,0.26153846153846155,2.246,7,0,2,186100,124600,34,0.858,0.753,2,1,0.939,Current,0,0.0342,Low,5.430769230769231,0.4230769230769231,61500,0.363905325443787,0.16153846153846155,2.418343195266272,0-30%,30-50%,200-300%,0.05863962667047468,5.863962667047469,Low Risk
5021639,121639,2024-05-03,Nyeri,Nakuru,51,Farmer,37500,7,174000,Asset Finance,133500,36,4300,13100,0.34933333333333333,0.767,9,1,0,37600,30700,78,0.605,0.645,1,1,0.856,Late,0,0.0528,Low,3.56,0.464,6900,0.184,0.11466666666666667,4.64,0-30%,30-50%,300%+,0.02323355974322313,2.323355974322313,Low Risk
5017976,117976,2024-05-03,Mombasa,Uasin Gishu,28,Salaried,81100,4,197700,Emergency,192500,3,68300,18200,0.22441430332922319,0.974,5,0,1,90700,84300,37,0.758,0.737,12,0,0.975,Late,0,0.0331,Low,2.373612823674476,1.066584463625154,6400,0.07891491985203453,0.842170160295931,2.437731196054254,70-100%,100%+,200-300%,0.04928120479469309,4.928120479469309,Low Risk
5012066,112066,2024-05-03,Nairobi CBD,Nyeri,40,Self-Employed,31300,15,114000,Asset Finance,95900,36,3200,10900,0.34824281150159747,0.841,23,2,2,38300,32900,162,0.666,1.0,5,0,1.008,Late,0,0.0113,Low,3.0638977635782747,0.4504792332268371,5400,0.17252396166134185,0.10223642172523961,3.642172523961661,0-30%,30-50%,300%+,0.01354514331589587,1.354514331589587,Low Risk
5012728,112728,2024-05-03,Nairobi CBD,Nyeri,37,Casual,36200,10,87200,Emergency,205900,3,77100,6000,0.16574585635359115,2.361,9,0,1,45700,34100,93,0.9,0.35,3,1,0.901,Late,0,0.1749,Moderate,5.6878453038674035,2.2955801104972378,11600,0.32044198895027626,2.1298342541436464,2.408839779005525,100%+,100%+,200-300%,0.09255586730744007,9.255586730744007,Low Risk
5027535,127535,2024-05-03,Embu,Machakos,36,Farmer,32900,4,136600,Business,247500,6,47400,8000,0.24316109422492402,1.812,5,0,0,42700,27800,46,0.775,1.0,4,1,1.011,Current,0,0.0782,Low,7.522796352583587,1.6838905775075987,14900,0.45288753799392095,1.4407294832826747,4.151975683890577,100%+,100%+,300%+,0.09112472546552097,9.112472546552098,Low Risk
5004528,104528,2024-05-03,Thika,Nairobi,33,Farmer,20400,3,86300,Emergency,58500,12,5700,2900,0.14215686274509803,0.678,2,0,1,17500,13800,30,0.678,0.836,3,0,0.871,Late,0,0.0307,Low,2.8676470588235294,0.4215686274509804,3700,0.18137254901960784,0.27941176470588236,4.230392156862745,0-30%,30-50%,300%+,0.023948208790924824,2.3948208790924825,Low Risk
5008278,108278,2024-05-03,Meru,Other,41,Self-Employed,34200,3,42500,Agriculture,188100,18,11100,1500,0.043859649122807015,4.426,6,1,0,42000,36900,31,0.639,0.554,2,0,0.926,Late,0,0.1672,Moderate,5.5,0.3684210526315789,5100,0.14912280701754385,0.32456140350877194,1.2426900584795322,30-50%,30-50%,100-200%,0.1942902638820368,19.42902638820368,Moderate Risk
5029203,129203,2024-05-03,Mombasa,Nakuru,43,Salaried,94800,3,186700,Emergency,302800,6,60800,10400,0.10970464135021098,1.622,4,0,4,98400,83800,26,0.793,1.0,16,1,0.964,Late,0,0.0749,Low,3.1940928270042193,0.7510548523206751,14600,0.1540084388185654,0.6413502109704642,1.969409282700422,50-70%,70-100%,100-200%,0.0543252020695085,5.43252020695085,Low Risk
5010373,110373,2024-05-03,Nairobi CBD,Embu,29,Self-Employed,56900,1,293900,Development,175900,36,5100,13400,0.23550087873462214,0.599,6,0,1,48700,44900,9,0.897,0.883,3,0,0.914,Current,0,0.0165,Low,3.0913884007029875,0.3251318101933216,3800,0.06678383128295255,0.08963093145869948,5.1652021089630935,0-30%,30-50%,300%+,0.023054518531422315,2.3054518531422317,Low Risk
5037933,137933,2024-05-03,Mombasa,Kisumu,43,Farmer,60800,8,317900,Business,310700,36,10400,2200,0.03618421052631579,0.977,8,1,1,55800,43200,68,0.833,0.7,5,1,0.998,Current,0,0.0366,Low,5.110197368421052,0.20723684210526316,12600,0.20723684210526316,0.17105263157894737,5.228618421052632,0-30%,0-30%,300%+,0.01858736432638453,1.858736432638453,Low Risk
5049273,149273,2024-05-03,Nairobi CBD,Kakamega,40,Salaried,34900,5,121000,Agriculture,95000,18,5600,6500,0.18624641833810887,0.785,0,0,0,31700,22000,47,0.78,0.584,12,2,0.966,Late,0,0.0299,Low,2.7220630372492836,0.3467048710601719,9700,0.27793696275071633,0.16045845272206305,3.4670487106017194,0-30%,30-50%,300%+,0.022336913661767717,2.233691366176772,Low Risk
5034756,134756,2024-05-04,Nyeri,Meru,53,Business Owner,52600,10,34900,Development,233000,36,6700,13600,0.2585551330798479,6.676,6,0,1,51500,49000,99,0.888,0.544,2,0,1.014,Current,0,0.0383,Low,4.429657794676806,0.38593155893536124,2500,0.04752851711026616,0.12737642585551331,0.6634980988593155,0-30%,30-50%,0-100%,0.1061315723266632,10.613157232666321,Moderate Risk
5047309,147309,2024-05-04,Embu,Meru,50,Farmer,45400,6,127600,Emergency,163100,12,14800,15200,0.33480176211453744,1.278,6,0,2,45900,43900,54,1.0,0.589,0,1,0.942,Current,0,0.0171,Low,3.592511013215859,0.6607929515418502,2000,0.04405286343612335,0.32599118942731276,2.8105726872246697,30-50%,50-70%,200-300%,0.025769885113932304,2.5769885113932305,Low Risk
5049724,149724,2024-05-04,Thika,Kisumu,29,Business Owner,98700,2,123900,Agriculture,530300,18,35100,34400,0.3485309017223911,4.28,6,1,1,85200,69500,22,0.933,1.0,5,1,0.824,Current,0,0.1382,Moderate,5.372847011144883,0.7041540020263425,15700,0.1590678824721378,0.3556231003039514,1.2553191489361701,30-50%,70-100%,100-200%,0.19768204015455995,19.768204015455996,Moderate Risk
5032892,132892,2024-05-04,Eldoret,Uasin Gishu,39,Salaried,111800,5,354800,Emergency,833400,6,151300,25500,0.22808586762075134,2.349,10,0,0,145700,98800,47,0.721,0.909,54,0,0.657,Restructured,1,0.2606,High,7.454382826475849,1.5813953488372092,46900,0.41949910554561715,1.3533094812164579,3.1735241502683365,100%+,100%+,300%+,0.12850511537301612,12.850511537301612,Moderate Risk
5018512,118512,2024-05-04,Nakuru,Uasin Gishu,41,Self-Employed,31000,2,57700,Business,91800,6,17300,4600,0.14838709677419354,1.591,3,0,1,35100,31800,22,0.789,0.611,4,1,0.887,Late,0,0.1058,Moderate,2.9612903225806453,0.7064516129032258,3300,0.1064516129032258,0.5580645161290323,1.8612903225806452,50-70%,70-100%,100-200%,0.05895094254319066,5.895094254319066,Low Risk
5005396,105396,2024-05-04,Thika,Uasin Gishu,39,Self-Employed,38700,9,219400,School Fees,276500,12,26000,11400,0.29457364341085274,1.26,8,0,0,42900,29700,75,0.866,0.605,9,1,0.889,Late,0,0.036,Low,7.144702842377261,0.9664082687338501,13200,0.34108527131782945,0.6718346253229974,5.669250645994832,50-70%,70-100%,300%+,0.032561423622109426,3.2561423622109427,Low Risk
5003719,103719,2024-05-04,Nyeri,Nairobi,22,Self-Employed,37100,3,175300,Business,310700,6,57000,3600,0.09703504043126684,1.772,7,0,0,32800,30100,24,0.865,0.855,2,2,0.826,Late,0,0.0769,Low,8.374663072776281,1.633423180592992,2700,0.07277628032345014,1.536388140161725,4.725067385444744,100%+,100%+,300%+,0.12723451498260152,12.723451498260152,Moderate Risk
5009625,109625,2024-05-04,Nakuru,Kiambu,51,Self-Employed,33500,9,129800,Emergency,117700,12,11300,10800,0.32238805970149254,0.907,11,0,3,32300,30700,80,0.988,0.624,3,0,0.903,Late,0,0.0136,Low,3.5134328358208955,0.6597014925373135,1600,0.04776119402985075,0.3373134328358209,3.8746268656716416,30-50%,50-70%,300%+,0.015601614829712044,1.5601614829712043,Low Risk
5046250,146250,2024-05-04,Nyeri,Kakamega,45,Business Owner,117400,3,459100,Asset Finance,1000000,48,21800,9500,0.08091993185689948,2.178,2,0,0,115100,110700,33,0.624,0.833,0,0,0.824,Current,0,0.0568,Low,8.517887563884157,0.2666098807495741,4400,0.03747870528109029,0.18568994889267462,3.9105621805792166,0-30%,0-30%,300%+,0.09142775603596913,9.142775603596913,Low Risk
5037168,137168,2024-05-04,Nairobi CBD,Nairobi,46,Self-Employed,63600,3,208900,Business,327700,36,10500,9700,0.15251572327044025,1.569,5,0,1,63500,61700,32,0.766,0.437,5,0,0.937,Late,0,0.0541,Low,5.15251572327044,0.31761006289308175,1800,0.02830188679245283,0.1650943396226415,3.2845911949685536,0-30%,30-50%,300%+,0.04926471134061418,4.926471134061418,Low Risk
5045508,145508,2024-05-04,Meru,Meru,35,Salaried,81400,8,279700,Development,481200,36,15700,7300,0.08968058968058969,1.72,10,1,1,95700,81100,68,0.912,0.894,2,1,0.836,Current,0,0.0344,Low,5.9115479115479115,0.28255528255528256,14600,0.17936117936117937,0.1928746928746929,3.436117936117936,0-30%,0-30%,300%+,0.022766387151190275,2.2766387151190273,Low Risk
5003131,103131,2024-05-04,Meru,Other,30,Casual,31800,9,42100,Agriculture,131900,6,26200,8000,0.25157232704402516,3.133,16,0,0,40100,30000,99,0.796,0.753,5,1,0.874,Current,0,0.0394,Low,4.147798742138365,1.0754716981132075,10100,0.31761006289308175,0.8238993710691824,1.3238993710691824,70-100%,100%+,100-200%,0.06839411434908914,6.8394114349089135,Low Risk
5017249,117249,2024-05-04,Nairobi CBD,Kisumu,41,Casual,28900,3,66500,Business,118900,12,11800,3300,0.11418685121107267,1.788,2,0,0,28600,27400,26,0.892,0.724,1,1,0.83,Current,0,0.0362,Low,4.114186851211072,0.5224913494809689,1200,0.04152249134948097,0.4083044982698962,2.301038062283737,30-50%,50-70%,200-300%,0.044794328872990466,4.479432887299047,Low Risk
5020566,120566,2024-05-04,Embu,Nairobi,48,Self-Employed,35600,3,190200,Agriculture,221500,6,44100,12000,0.33707865168539325,1.165,4,0,2,39000,35500,32,0.872,0.826,2,0,0.949,Late,0,0.1017,Moderate,6.22191011235955,1.5758426966292134,3500,0.09831460674157304,1.2387640449438202,5.342696629213483,100%+,100%+,300%+,0.0913656162184549,9.136561621845491,Low Risk
5033986,133986,2024-05-04,Kisumu,Mombasa,27,Business Owner,109300,3,35500,Development,263700,24,13100,27000,0.24702653247941445,7.428,7,0,1,122700,87400,27,0.855,0.814,22,1,0.894,Current,0,0.3428,High,2.412625800548948,0.36688014638609334,35300,0.322964318389753,0.11985361390667887,0.32479414455626715,0-30%,30-50%,0-100%,0.18353643963441443,18.353643963441442,Moderate Risk
5029932,129932,2024-05-04,Mombasa,Meru,25,Farmer,35000,5,93300,Asset Finance,172600,24,7900,2200,0.06285714285714286,1.85,8,0,0,41500,27200,48,0.902,0.657,1,0,1.019,Late,0,0.0386,Low,4.9314285714285715,0.2885714285714286,14300,0.4085714285714286,0.2257142857142857,2.665714285714286,0-30%,0-30%,200-300%,0.03041414745049837,3.041414745049837,Low Risk
5041650,141650,2024-05-04,Nakuru,Kisumu,41,Salaried,54900,0,281600,Development,258700,36,8200,14700,0.2677595628415301,0.919,2,0,0,51900,44600,3,0.855,0.709,1,0,0.886,Current,0,0.0351,Low,4.712204007285974,0.41712204007285975,7300,0.13296903460837886,0.1493624772313297,5.129326047358834,0-30%,30-50%,300%+,0.05420831054777038,5.420831054777038,Low Risk
5018130,118130,2024-05-04,Kisumu,Nairobi,28,Business Owner,107100,5,543100,Emergency,716900,12,66900,5600,0.05228758169934641,1.32,8,0,3,123500,98800,41,0.688,0.735,2,0,0.877,Late,0,0.0368,Low,6.6937441643324,0.676937441643324,24700,0.23062558356676005,0.6246498599439776,5.070961718020541,50-70%,50-70%,300%+,0.0534530331945805,5.345303319458051,Low Risk
5015048,115048,2024-05-04,Kisumu,Nairobi,28,Self-Employed,61300,12,128700,School Fees,158500,6,31400,7000,0.11419249592169657,1.232,18,0,0,77000,53700,97,0.693,0.507,1,1,0.936,Late,0,0.0051,Low,2.5856443719412723,0.6264274061990212,23300,0.3800978792822186,0.5122349102773246,2.099510603588907,50-70%,50-70%,200-300%,0.013838626515867444,1.3838626515867445,Low Risk
5034300,134300,2024-05-04,Embu,Kakamega,30,Self-Employed,48000,13,106600,Development,293200,36,9200,2800,0.058333333333333334,2.75,20,0,1,60600,54200,126,1.0,0.641,14,0,1.016,Late,0,0.0192,Low,6.108333333333333,0.25,6400,0.13333333333333333,0.19166666666666668,2.220833333333333,0-30%,0-30%,200-300%,0.020149686406171118,2.014968640617112,Low Risk
5027930,127930,2024-05-04,Westlands,Meru,36,Salaried,51800,2,157600,Development,134800,12,11700,14000,0.2702702702702703,0.855,1,0,0,68200,54100,23,0.744,0.672,1,1,0.938,Current,0,0.0272,Low,2.6023166023166024,0.49613899613899615,14100,0.2722007722007722,0.22586872586872586,3.0424710424710426,0-30%,30-50%,300%+,0.03156274844518488,3.156274844518488,Low Risk
5034856,134856,2024-05-04,Nakuru,Kakamega,21,Self-Employed,30300,4,54000,Emergency,175800,6,32200,5300,0.17491749174917492,3.256,8,1,1,28800,24500,38,1.0,0.906,9,1,0.93,Current,0,0.035,Low,5.801980198019802,1.2376237623762376,4300,0.1419141914191419,1.0627062706270627,1.7821782178217822,100%+,100%+,100-200%,0.14511926059437388,14.51192605943739,Moderate Risk
5046547,146547,2024-05-04,Eldoret,Nairobi,30,Business Owner,51600,7,201400,Asset Finance,312900,36,9200,8000,0.15503875968992248,1.554,7,0,2,44700,31200,59,0.865,0.684,11,0,0.845,Late,0,0.013,Low,6.063953488372093,0.3333333333333333,13500,0.2616279069767442,0.17829457364341086,3.9031007751937983,0-30%,30-50%,300%+,0.020862026322983684,2.0862026322983684,Low Risk
5000975,100975,2024-05-04,Meru,Kiambu,53,Salaried,83200,4,287400,School Fees,238900,6,46500,13100,0.15745192307692307,0.831,10,1,2,108100,87600,38,0.601,1.0,21,2,0.827,Late,0,0.0562,Low,2.871394230769231,0.7163461538461539,20500,0.24639423076923078,0.5588942307692307,3.454326923076923,50-70%,70-100%,300%+,0.04601335845379012,4.601335845379012,Low Risk
5025912,125912,2024-05-04,Thika,Machakos,39,Salaried,51100,2,19800,School Fees,161100,12,14900,4600,0.09001956947162426,8.136,0,0,0,61100,43400,19,0.963,0.554,1,0,0.848,Current,0,0.2836,High,3.152641878669276,0.3816046966731898,17700,0.34637964774951074,0.29158512720156554,0.38747553816046965,0-30%,30-50%,0-100%,0.2776647830303898,27.766478303038976,Higher Risk
5039030,139030,2024-05-04,Kisumu,Kiambu,30,Salaried,129700,6,517000,Development,566600,24,28100,4500,0.03469545104086353,1.096,9,0,0,141900,119500,62,0.646,0.475,2,1,0.944,Late,0,0.019,Low,4.368542791056283,0.25134926754047804,22400,0.17270624518118735,0.2166538164996145,3.9861218195836545,0-30%,0-30%,300%+,0.026928215843273432,2.6928215843273433,Low Risk
5045199,145199,2024-05-04,Nairobi CBD,Uasin Gishu,46,Business Owner,80900,1,83500,Development,224300,24,10800,13300,0.16440049443757726,2.686,5,0,2,86400,73300,11,0.79,0.911,7,1,0.896,Late,0,0.04,Low,2.772558714462299,0.2978986402966625,13100,0.1619283065512979,0.1334981458590853,1.0321384425216316,0-30%,0-30%,100-200%,0.05397176821890614,5.397176821890614,Low Risk
5031702,131702,2024-05-04,Mombasa,Nakuru,38,Salaried,52500,3,101700,Development,244700,24,11100,18000,0.34285714285714286,2.406,4,0,1,64200,58300,29,0.695,0.676,23,6,0.607,Severely Delinquent,1,0.0783,Low,4.660952380952381,0.5542857142857143,5900,0.11238095238095239,0.21142857142857144,1.937142857142857,0-30%,50-70%,100-200%,0.05073329597993969,5.073329597993969,Low Risk
5013773,113773,2024-05-04,Nakuru,Nairobi,37,Business Owner,63100,4,203600,School Fees,284900,12,26600,3800,0.060221870047543584,1.399,7,0,1,83000,71200,42,0.934,0.555,1,0,0.996,Late,0,0.0346,Low,4.5150554675118855,0.48177496038034867,11800,0.18700475435816163,0.4215530903328051,3.22662440570523,30-50%,30-50%,300%+,0.03669405395108782,3.6694053951087815,Low Risk
5047527,147527,2024-05-04,Mombasa,Nairobi,23,Self-Employed,47200,7,154400,Emergency,304500,3,106800,1300,0.02754237288135593,1.972,16,0,0,41600,37100,58,0.877,0.812,4,0,0.849,Late,0,0.0902,Low,6.451271186440678,2.2902542372881354,4500,0.09533898305084745,2.26271186440678,3.2711864406779663,100%+,100%+,300%+,0.09586635293063057,9.586635293063058,Low Risk
5002934,102934,2024-05-04,Kisumu,Meru,47,Self-Employed,54100,5,191000,Business,227800,24,10900,4600,0.08502772643253234,1.193,7,0,0,59300,49900,56,0.756,0.866,3,0,0.942,Late,0,0.014,Low,4.210720887245841,0.28650646950092423,9400,0.17375231053604437,0.20147874306839186,3.530499075785582,0-30%,0-30%,300%+,0.023791884079723255,2.3791884079723253,Low Risk
5018988,118988,2024-05-04,Thika,Meru,31,Salaried,77000,9,245300,Business,492600,36,16300,16400,0.21298701298701297,2.008,12,0,0,76700,50000,72,0.613,0.64,10,2,0.989,Current,0,0.032,Low,6.397402597402597,0.42467532467532465,26700,0.34675324675324676,0.21168831168831168,3.1857142857142855,0-30%,30-50%,300%+,0.03721520085857942,3.721520085857942,Low Risk
5032248,132248,2024-05-04,Mombasa,Kiambu,33,Business Owner,110700,4,128200,School Fees,443300,12,38900,7200,0.06504065040650407,3.458,7,0,5,107200,100600,48,0.717,0.638,52,6,0.406,Defaulted,1,0.0841,Low,4.004516711833785,0.4164408310749774,6600,0.05962059620596206,0.35140018066847334,1.1580849141824752,30-50%,30-50%,100-200%,0.13520974645948608,13.520974645948607,Moderate Risk
5002760,102760,2024-05-04,Thika,Nyeri,30,Salaried,78300,6,236700,Emergency,338600,3,123800,16800,0.21455938697318008,1.431,11,0,1,95200,70700,47,0.512,0.483,4,0,0.965,Current,0,0.1557,Moderate,4.324393358876118,1.7956577266922094,24500,0.3128991060025543,1.5810983397190295,3.0229885057471266,100%+,100%+,300%+,0.0959055896293094,9.59055896293094,Low Risk
5028591,128591,2024-05-04,Embu,Uasin Gishu,36,Casual,38100,4,105700,School Fees,283000,12,28700,1300,0.03412073490813648,2.677,6,0,1,42500,40900,33,0.854,0.904,3,1,0.872,Current,0,0.0766,Low,7.427821522309712,0.7874015748031497,1600,0.04199475065616798,0.7532808398950132,2.774278215223097,70-100%,70-100%,200-300%,0.11431150227763946,11.431150227763947,Moderate Risk
5007340,107340,2024-05-04,Eldoret,Kisumu,34,Self-Employed,103000,10,322600,Agriculture,557400,18,37100,8400,0.08155339805825243,1.728,12,1,2,92900,75800,114,0.786,0.831,8,0,0.958,Late,0,0.027,Low,5.411650485436893,0.441747572815534,17100,0.16601941747572815,0.36019417475728155,3.1320388349514565,30-50%,30-50%,300%+,0.02660713785669696,2.660713785669696,Low Risk
5030781,130781,2024-05-04,Meru,Nakuru,40,Salaried,27700,4,101000,Business,119200,12,11400,1000,0.036101083032490974,1.18,10,0,1,33000,25900,36,0.827,1.0,4,0,0.832,Current,0,0.0112,Low,4.303249097472924,0.44765342960288806,7100,0.2563176895306859,0.41155234657039713,3.6462093862815883,30-50%,30-50%,300%+,0.024220446346618622,2.4220446346618623,Low Risk
5046708,146708,2024-05-04,Nairobi CBD,Other,46,Salaried,83200,9,258400,Business,575500,36,18300,13400,0.16105769230769232,2.227,16,0,1,112000,102300,95,0.702,0.995,0,0,0.948,Current,0,0.0189,Low,6.9170673076923075,0.38100961538461536,9700,0.11658653846153846,0.21995192307692307,3.105769230769231,0-30%,30-50%,300%+,0.026736062349030993,2.673606234903099,Low Risk
5007118,107118,2024-05-04,Nakuru,Uasin Gishu,41,Salaried,51600,1,146500,Development,286600,24,13300,14500,0.2810077519379845,1.956,3,0,1,53600,35000,10,0.718,0.709,11,3,0.923,Late,0,0.0393,Low,5.554263565891473,0.5387596899224806,18600,0.36046511627906974,0.25775193798449614,2.8391472868217056,0-30%,50-70%,200-300%,0.05598225579638858,5.598225579638858,Low Risk
5046679,146679,2024-05-04,Mombasa,Nairobi,51,Salaried,71300,2,72800,Asset Finance,339900,48,7800,18900,0.2650771388499299,4.669,4,0,3,68600,57700,20,0.758,0.817,13,0,0.895,Late,0,0.1427,Moderate,4.767180925666199,0.3744740532959327,10900,0.15287517531556802,0.1093969144460028,1.0210378681626928,0-30%,30-50%,100-200%,0.11825283623925485,11.825283623925484,Moderate Risk
5017576,117576,2024-05-04,Westlands,Nairobi,46,Business Owner,188100,2,221200,Emergency,1000000,6,185800,51600,0.2743221690590112,4.521,4,0,1,208900,162300,22,0.747,0.86,33,3,0.699,Restructured,1,0.4011,High,5.31632110579479,1.262094630515683,46600,0.2477405635300372,0.987772461456672,1.1759702286018074,70-100%,100%+,100-200%,0.35521626883146545,35.521626883146546,Higher Risk
